41.4040718,2.2168291,-63
41.4060631,2.2201531,-79
41.4061470,2.2202044,-87
41.4063072,2.2202106,-86
41.4063721,2.2201478,-95
41.4063759,2.2199106,-93
41.4062424,2.2198877,-85
