41.4039192,2.2165937,-40
41.4040184,2.2167273,-83
41.4041328,2.2166688,-86
41.4042130,2.2168472,-90
41.4038239,2.2163301,-88
41.4037094,2.2163405,-90
41.4040070,2.2164526,-82
